run,engine,backend,length,repeat,phase,ttft_ms,e2e_ms,cache_source,cached_tokens,orbitkv_load_bytes,orbitkv_load_ms,matches_cold_output
vllm-orbitkv-ready,vllm,orbitkv,1024,0,hbm_hit,21.149061620235443,111.64148151874542,mixed,1023,9437184.0,0.368678,True
vllm-orbitkv-ready,vllm,orbitkv,1024,0,after_pressure,24.607814848423004,115.04159867763519,external,1023,150994944.0,4.674961,True
vllm-orbitkv-ready,vllm,orbitkv,1024,1,cold,118.7313012778759,209.69032496213913,miss,0,0,0,True
vllm-orbitkv-ready,vllm,orbitkv,1024,1,hbm_hit,20.192015916109085,110.50591617822647,mixed,1023,9437184.0,0.3382619999999998,False
vllm-orbitkv-ready,vllm,orbitkv,1024,1,after_pressure,23.993145674467087,114.36799168586731,external,1023,150994944.0,4.637525,False
vllm-orbitkv-ready,vllm,orbitkv,1024,2,cold,118.64347383379936,209.35403555631638,miss,0,0,0,True
vllm-orbitkv-ready,vllm,orbitkv,1024,2,hbm_hit,19.87139880657196,110.3331707417965,mixed,1023,9437184.0,0.3393819999999992,True
vllm-orbitkv-ready,vllm,orbitkv,1024,2,after_pressure,24.159714579582214,114.46598544716835,external,1023,150994944.0,4.646704,True
vllm-orbitkv-ready,vllm,orbitkv,1024,3,cold,118.54197457432747,209.33623984456062,miss,0,0,0,True
vllm-orbitkv-ready,vllm,orbitkv,1024,3,hbm_hit,19.94289830327034,110.30516773462296,mixed,1023,9437184.0,0.3388049999999993,False
vllm-orbitkv-ready,vllm,orbitkv,1024,3,after_pressure,23.754075169563293,114.08763751387596,external,1023,150994944.0,4.629382,False
vllm-orbitkv-ready,vllm,orbitkv,1024,4,cold,118.79345029592514,209.44494754076004,miss,0,0,0,True
vllm-orbitkv-ready,vllm,orbitkv,1024,4,hbm_hit,19.986875355243683,110.383041203022,mixed,1023,9437184.0,0.3383030000000016,True
vllm-orbitkv-ready,vllm,orbitkv,1024,4,after_pressure,23.985039442777634,114.393450319767,external,1023,150994944.0,4.6331489999999995,True
vllm-orbitkv-ready,vllm,orbitkv,4096,0,cold,476.6039364039898,569.1905431449413,miss,0,0,0,True
vllm-orbitkv-ready,vllm,orbitkv,4096,0,hbm_hit,22.388171404600143,114.91697654128075,mixed,4095,9437184.0,0.3371180000000008,True
vllm-orbitkv-ready,vllm,orbitkv,4096,0,after_pressure,33.68602320551872,126.23623386025429,external,4095,603979776.0,12.190654999999998,True
vllm-orbitkv-ready,vllm,orbitkv,4096,1,cold,476.7119586467743,569.453451782465,miss,0,0,0,True
vllm-orbitkv-ready,vllm,orbitkv,4096,1,hbm_hit,24.337973445653915,115.12596532702446,mixed,4095,9437184.0,0.33831100000000086,True
vllm-orbitkv-ready,vllm,orbitkv,4096,1,after_pressure,39.43321481347084,131.84083253145218,external,4095,603979776.0,17.014294999999997,True
vllm-orbitkv-ready,vllm,orbitkv,4096,2,cold,476.42403841018677,568.9164809882641,miss,0,0,0,True
vllm-orbitkv-ready,vllm,orbitkv,4096,2,hbm_hit,22.216472774744034,114.60768431425095,mixed,4095,9437184.0,0.3412959999999979,True
vllm-orbitkv-ready,vllm,orbitkv,4096,2,after_pressure,33.7214432656765,126.27978250384331,external,4095,603979776.0,12.202413000000002,True
vllm-orbitkv-ready,vllm,orbitkv,4096,3,cold,476.2677699327469,568.817600607872,miss,0,0,0,True
vllm-orbitkv-ready,vllm,orbitkv,4096,3,hbm_hit,22.22059667110443,114.82112109661102,mixed,4095,9437184.0,0.33651499999999557,True
vllm-orbitkv-ready,vllm,orbitkv,4096,3,after_pressure,38.80191966891289,131.2623880803585,external,4095,603979776.0,16.765194999999995,True
vllm-orbitkv-ready,vllm,orbitkv,4096,4,cold,476.0497249662876,569.3274401128292,miss,0,0,0,True
vllm-orbitkv-ready,vllm,orbitkv,4096,4,hbm_hit,22.234342992305756,114.76310342550278,mixed,4095,9437184.0,0.3455900000000067,True
vllm-orbitkv-ready,vllm,orbitkv,4096,4,after_pressure,34.918177872896194,127.47427448630333,external,4095,603979776.0,12.459300000000006,True
