run,engine,backend,queue_warmup,concurrency,n,reuse_requests,cold_requests,stop_reason,wall_seconds,drain_seconds,working_set_tokens,ttft_p50_ms,ttft_p95_ms,ttft_p99_ms,requests_per_second,output_tokens_per_second,e2e_p50_ms,decode_ms_per_token_p50,output_mismatches,cache_sources,sampled_peak_pool_bytes,sampled_peak_query_bytes,sampled_peak_warmup_bytes,orbitkv_ssd_prefetch_bytes_total,orbitkv_ssd_write_bytes_total,orbitkv_load_bytes_total,orbitkv_save_bytes_total,orbitkv_query_budget_waits_total,orbitkv_query_budget_bypasses_total,orbitkv_query_coalesced_reads_total,orbitkv_load_duration_seconds_sum,orbitkv_load_duration_seconds_count,orbitkv_save_duration_seconds_sum,orbitkv_save_duration_seconds_count
/workspace/orbitkv/benches/results/runs/queued-warming-vllm-off,vllm,orbitkv,off,8,126,96,30,duration,32.03595494478941,1.4104632511734962,49152,2126.3293512165546,2749.8160554096103,3020.262625068426,3.933080821756296,62.92929314810073,2224.7322369366884,6.192508339881897,0,"{""cached_tier_unknown"": 88, ""miss"": 38}",4246732800.0,3038773248.0,0,33662435328.0,21630025728.0,45213548544.0,23149412352.0,1097.0,0,4.0,1.3809357959999988,86.0,0.7696498239999997,78.0
/workspace/orbitkv/benches/results/runs/queued-warming-vllm-on,vllm,orbitkv,on,8,128,96,32,duration,32.75952264294028,1.4111493565142155,49152,2050.0082410871983,2684.74886380136,2948.9216630905876,3.90726084122548,62.51617345960768,2142.3408910632133,6.143546725312868,0,"{""cached_tier_unknown"": 89, ""miss"": 39}",4285530112.0,3057647616.0,603979776.0,40891318272.0,21214789632.0,45826965504.0,23753392128.0,1493.0,0,21.0,1.4090288819999999,88.0,0.7883843680000004,80.0
/workspace/orbitkv/benches/results/runs/queued-warming-sglang-off,sglang,orbitkv,off,8,116,88,28,duration,31.528299938887358,1.4116823188960552,49152,1996.5742211788893,3171.0770232602954,3451.867240667343,3.67923421893498,58.86774750295968,2093.5880038887262,6.143098200360933,9,"{""cached_tier_unknown"": 79, ""miss"": 37}",4246732800.0,2972712960.0,0,32312918016.0,21573402624.0,38852886528.0,23281532928.0,70.0,0,6.0,1.6802751719999993,66.0,0.8513408650000002,170.0
/workspace/orbitkv/benches/results/runs/queued-warming-sglang-on,sglang,orbitkv,on,8,116,88,28,duration,32.166797898709774,1.4112714417278767,49152,2053.664371371269,3178.583700209856,3276.6705680638547,3.6062029041645087,57.69924646663214,2145.5843709409237,6.146132200956345,9,"{""cached_tier_unknown"": 79, ""miss"": 37}",4227858432.0,2972712960.0,594542592.0,51961135104.0,21384658944.0,36889952256.0,23715643392.0,126.0,0,15.0,1.5832541039999999,64.0,0.9129534290000006,174.0
